VCHTYPE,DATE,PARTYLEDGERNAME, INVOICE NUMBER,LEDGERNAME/STOCKITEM,AMOUNT,DEPARTMENT
Sales,Jul-2023,Antares Beach Resort - STAAH,Rb/ST/23-24/640,Monthly Fees C M,4000,STAAH
Sales,Jul-2023,Antares Beach Resort - STAAH,Rb/ST/23-24/640,Monthly Fees  B E,1000,STAAH
Sales,Jul-2023,Arotel Rooms & Suites - STAAH,Rb/ST/23-24/641,Monthly Fees C M,3000,STAAH
Sales,Jul-2023,Athi Resort - STAAH,Rb/ST/23-24/642,Monthly Fees C M,3500,STAAH
Sales,Jul-2023,Athi Resort - STAAH,Rb/ST/23-24/642,Monthly Fees  B E,1500,STAAH
Sales,Jul-2023,Baga High Q - STAAH,Rb/ST/23-24/643,Monthly Fees C M,4500,STAAH
Sales,Jul-2023,Bambolim Beach Resort - STAAH,Rb/ST/23-24/644,Booking Engine & C.M.S. (STAAH),7750,STAAH
Sales,Jul-2023,Bay 15 - STAAH (New),Rb/ST/23-24/645,Monthly Fees C M,4000,STAAH
Sales,Jul-2023,Bay 15 - STAAH (New),Rb/ST/23-24/645,Monthly Fees  B E,2000,STAAH
Sales,Jul-2023,Baywatch Resort - STAAH,Rb/ST/23-24/646,Monthly Fees C M,4250,STAAH
Sales,Jul-2023,Baywatch Resort - STAAH,Rb/ST/23-24/646,Monthly Fees  B E,2250,STAAH
Sales,Jul-2023,Bedrock Boutique Hostel - STAAH,Rb/ST/23-24/647,Monthly Fees C M,2500,STAAH
Sales,Jul-2023,Beira Mar Beach Resort - STAAH,Rb/ST/23-24/648,Monthly Fees C M,4000,STAAH
Sales,Jul-2023,Beleza...by the Beach - STAAH,Rb/ST/23-24/649,Booking Engine & C.M.S. (STAAH),6500,STAAH
Sales,Jul-2023,Beleza...by the Beach - STAAH,Rb/ST/23-24/649,Monthly Google Listing,2500,STAAH
Sales,Jul-2023,Bogmallo Beach Resort - STAAH,Rb/ST/23-24/650,Booking Engine & C.M.S. (STAAH),4500,STAAH
Sales,Jul-2023,Bogmallo Beach Resort - STAAH,Rb/ST/23-24/650,Monthly Fees RM,2000,STAAH
Sales,Jul-2023,Bogmallo Beach Resort - STAAH,Rb/ST/23-24/650,Monthly Google Listing,3000,STAAH
Sales,Jul-2023,Bogmallo Beach Resort - STAAH,Rb/ST/23-24/650,Monthly Google Listing,1100,STAAH
Sales,Jul-2023,Boomerang  Ashvem (C) - STAAH,Rb/ST/23-24/651,Monthly Fees C M,4000,STAAH
Sales,Jul-2023,Cabo Serai - STAAH,Rb/ST/23-24/652,Monthly Fees C M,3500,STAAH
Sales,Jul-2023,Cabo Serai - STAAH,Rb/ST/23-24/652,Monthly Fees  B E,2000,STAAH
Sales,Jul-2023,Calangute Beach Resort - STAAH,Rb/ST/23-24/653,Monthly Fees C M,3500,STAAH
Sales,Jul-2023,Calangute Grande (Baba Hotels) - STAAH,Rb/ST/23-24/654,Monthly Fees C M,4500,STAAH
Sales,Jul-2023,Goa Electronics - STAAH,Rb/ST/23-24/655,Monthly Fees C M,13500,STAAH
Sales,Jul-2023,Goa Tourism Development Corporation Limited - STAAH,Rb/ST/23-24/656,Monthly Fees C M,67500,STAAH
Sales,Jul-2023,Casa De Goa - STAAH,Rb/ST/23-24/657,Monthly Fees C M,6000,STAAH
Sales,Jul-2023,Casa De Goa - STAAH,Rb/ST/23-24/657,Monthly Fees  B E,1500,STAAH
Sales,Jul-2023,Casa De Goa - STAAH,Rb/ST/23-24/657,Monthly Google Listing,2000,STAAH
Sales,Jul-2023,Casa De Goa - STAAH,Rb/ST/23-24/657,Monthly Google Listing,733,STAAH
Sales,Jul-2023,Casa Menezes - STAAH,Rb/ST/23-24/658,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Jul-2023,Casa Severina - STAAH,Rb/ST/23-24/659,Monthly Fees C M,3500,STAAH
Sales,Jul-2023,Casablanc Beach Resorts LLP -STAAH,Rb/ST/23-24/660,Monthly Fees C M,2500,STAAH
Sales,Jul-2023,Cavala - The Seaside Resort - STAAH,Rb/ST/23-24/661,Monthly Fees C M,2500,STAAH
Sales,Jul-2023,Chances Resort And Casino - STAAH,Rb/ST/23-24/662,Monthly Fees C M,3500,STAAH
Sales,Jul-2023,Chances Resort And Casino - STAAH,Rb/ST/23-24/662,Monthly Fees  B E,1500,STAAH
Sales,Jul-2023,Cochichos Resort - STAAH,Rb/ST/23-24/663,Monthly Fees C M,4000,STAAH
Sales,Jul-2023,Coconut Creek - STAAH,Rb/ST/23-24/664,Booking Engine & C.M.S. (STAAH),3000,STAAH
Sales,Jul-2023,Coconut Creek - STAAH,Rb/ST/23-24/664,Monthly Google Listing,2500,STAAH
Sales,Jul-2023,Crystal Serenity - STAAH,Rb/ST/23-24/665,Monthly Fees C M,2500,STAAH
Sales,Jul-2023,De Mandarin Bangalore - STAAH New,Rb/ST/23-24/666,Monthly CM (1),4000,STAAH
Sales,Jul-2023,De Mandarin Bangalore - STAAH New,Rb/ST/23-24/666,Monthly BE (1),1000,STAAH
Sales,Jul-2023,De Mandarin Beach Suites - STAAH,Rb/ST/23-24/667,Monthly Fees C M,5000,STAAH
Sales,Jul-2023,De Mandarin Beach Suites - STAAH,Rb/ST/23-24/667,Monthly Fees  B E,2000,STAAH
Sales,Jul-2023,De Mandarin Goa - STAAH,Rb/ST/23-24/668,Monthly Fees C M,6000,STAAH
Sales,Jul-2023,De Mandarin Goa - STAAH,Rb/ST/23-24/668,Monthly Fees  B E,2000,STAAH
Sales,Jul-2023,Devasthali - STAAH,Rb/ST/23-24/669,Booking Engine & C.M.S. (STAAH),6500,STAAH
Sales,Jul-2023,Andores Resort & Spa - STAAH,Rb/ST/23-24/670,Booking Engine & C.M.S. (STAAH),3500,STAAH
Sales,Jul-2023,Eros Boutique - STAAH New,Rb/ST/23-24/671,Monthly Fees C M,2500,STAAH
Sales,Jul-2023,Estrela Do Mar - STAAH,Rb/ST/23-24/672,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Jul-2023,Fahrenheit Hotels and Resorts - STAAH,Rb/ST/23-24/673,Monthly Fees C M,5000,STAAH
Sales,Jul-2023,Fahrenheit Hotels and Resorts - STAAH,Rb/ST/23-24/673,Monthly Fees  B E,2500,STAAH
Sales,Jul-2023,Fahrenheit Hotels and Resorts - STAAH,Rb/ST/23-24/673,Monthly Fees RM,2500,STAAH
Sales,Jul-2023,Fahrenheit Hotels and Resorts - STAAH,Rb/ST/23-24/673,Monthly Google Listing,2500,STAAH
Sales,Jul-2023,Ginger Tree Anjuna - STAAH New,Rb/ST/23-24/674,Monthly Fees C M,3000,STAAH
Sales,Jul-2023,Golden Tulip - STAAH,Rb/ST/23-24/675,Monthly Fees C M,5000,STAAH
Sales,Jul-2023,Goveia Holiday Homes - STAAH New,Rb/ST/23-24/676,Monthly Fees C M,3500,STAAH
Sales,Jul-2023,Graciano Cottages - STAAH,Rb/ST/23-24/677,Monthly Fees C M,4000,STAAH
Sales,Jul-2023,Grandeur De Sanchi - STAAH,Rb/ST/23-24/678,Monthly Fees C M,3500,STAAH
Sales,Jul-2023,Granpa's Inn - STAAH,Rb/ST/23-24/679,Monthly Fees C M,4500,STAAH
Sales,Jul-2023,Hospedaria Abrige De Botelho - STAAH,Rb/ST/23-24/680,Monthly Fees C M,4500,STAAH
Sales,Jul-2023,Hotel Avisha Residency - STAAH,Rb/ST/23-24/681,Monthly Fees C M,3500,STAAH
Sales,Jul-2023,Hotel Calangute Towers - STAAH,Rb/ST/23-24/682,Monthly Fees C M,4500,STAAH
Sales,Jul-2023,Hotel Goan Heritage - STAAH,Rb/ST/23-24/683,Monthly Fees C M,4500,STAAH
Sales,Jul-2023,Hotel Goan Heritage - STAAH,Rb/ST/23-24/683,Monthly Fees  B E,2000,STAAH
Sales,Jul-2023,Iora Baga Beach - STAAH,Rb/ST/23-24/684,Monthly Fees C M,4000,STAAH
Sales,Jul-2023,Hotel La Capitol - STAAH,Rb/ST/23-24/685,Monthly Fees C M,4000,STAAH
Sales,Jul-2023,Hotel La Capitol - STAAH,Rb/ST/23-24/685,Monthly Fees  B E,2000,STAAH
Sales,Jul-2023,Hotel Mayura - STAAH,Rb/ST/23-24/686,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Jul-2023,Hotel Park Plaza - STAAH,Rb/ST/23-24/687,Monthly Fees C M,4500,STAAH
Sales,Jul-2023,Hotel Park Plaza - STAAH,Rb/ST/23-24/687,Monthly Fees  B E,2000,STAAH
Sales,Jul-2023,Hotel Reemz - STAAH,Rb/ST/23-24/688,Monthly Fees C M,5000,STAAH
Sales,Jul-2023,Hotel Rezo's - STAAH,Rb/ST/23-24/689,Monthly Fees C M,2500,STAAH
Sales,Jul-2023,I Love Bell Bottoms Pvt Ltd - STAAH,Rb/ST/23-24/690,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Jul-2023,Dempo River Sal Resort & Spa - STAAH,Rb/ST/23-24/691,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Jul-2023,Joia Do Mar (Pentacle) - STAAH New,Rb/ST/23-24/692,Monthly Fees C M,4000,STAAH
Sales,Jul-2023,Joia Do Mar (Pentacle) - STAAH New,Rb/ST/23-24/692,Monthly Fees  B E,1500,STAAH
Sales,Jul-2023,Joia Do Mar (Pentacle) - STAAH New,Rb/ST/23-24/692,Monthly Google Listing,2500,STAAH
Sales,Jul-2023,Jolan's Guest House - STAAH,Rb/ST/23-24/693,Monthly Fees C M,2100,STAAH
Sales,Jul-2023,Kalki Resorts,Rb/ST/23-24/694,Monthly Fees C M,3000,STAAH
Sales,Jul-2023,Kamat's Hilltop Leisure - STAAH,Rb/ST/23-24/695,Monthly Fees C M,3500,STAAH
Sales,Jul-2023,Royal Haathi Mahal - STAAH,Rb/ST/23-24/696,Monthly Fees C M,4500,STAAH
Sales,Jul-2023,Royal Haathi Mahal - STAAH,Rb/ST/23-24/696,Monthly Fees  B E,2000,STAAH
Sales,Jul-2023,Koko Maya by Stonewoods - STAAH,Rb/ST/23-24/697,Monthly Fees C M,4000,STAAH
Sales,Jul-2023,La Grace Resort - STAAH,Rb/ST/23-24/698,Monthly Fees C M,4250,STAAH
Sales,Jul-2023,La Cabana Beach & Spa - STAAH,Rb/ST/23-24/699,Monthly Fees C M,5500,STAAH
Sales,Jul-2023,La Cabana Beach & Spa - STAAH,Rb/ST/23-24/699,Monthly Fees  B E,2000,STAAH
Sales,Jul-2023,La Cabana Beach & Spa - STAAH,Rb/ST/23-24/699,Monthly Google Listing,2500,STAAH
Sales,Jul-2023,La Sunila (C) - STAAH,Rb/ST/23-24/700,Monthly Fees C M,3500,STAAH
Sales,Jul-2023,Lario's Beach Holidays - STAAH,Rb/ST/23-24/701,Monthly Fees C M,4000,STAAH
Sales,Jul-2023,Lario's Beach Holidays - STAAH,Rb/ST/23-24/701,Monthly Fees  B E,1500,STAAH
Sales,Jul-2023,Mansionhaus - STAAH,Rb/ST/23-24/702,Monthly Fees C M,3500,STAAH
Sales,Jul-2023,Mansionhaus - STAAH,Rb/ST/23-24/702,Monthly Fees  B E,1500,STAAH
Sales,Jul-2023,Maravilha Boutique Resort - STAAH New,Rb/ST/23-24/703,Monthly Fees C M,3500,STAAH
Sales,Jul-2023,Maravilha Boutique Resort - STAAH New,Rb/ST/23-24/703,Monthly Fees RM,2000,STAAH
Sales,Jul-2023,Marbela Resort - STAAH (C),Rb/ST/23-24/704,Monthly Fees C M,4000,STAAH
Sales,Jul-2023,Marbela Resort - STAAH (C),Rb/ST/23-24/704,Monthly Fees  B E,2000,STAAH
Sales,Jul-2023,Marina Bay - STAAH New,Rb/ST/23-24/705,Monthly Fees C M,5750,STAAH
Sales,Jul-2023,Marquis Beach Resort - STAAH,Rb/ST/23-24/706,Monthly Fees C M,4500,STAAH
Sales,Jul-2023,Marquis Beach Resort - STAAH,Rb/ST/23-24/706,Monthly Fees  B E,2500,STAAH
Sales,Jul-2023,Mateus Boutique Hotel - STAAH,Rb/ST/23-24/707,Monthly Fees C M,2500,STAAH
Sales,Jul-2023,Mi Casa by the Sea - STAAH,Rb/ST/23-24/708,Monthly Fees C M,2500,STAAH
Sales,Jul-2023,Naga Cottages - STAAH,Rb/ST/23-24/709,Monthly Fees C M,4000,STAAH
Sales,Jul-2023,Nanu Beach Resort - STAAH,Rb/ST/23-24/710,Monthly Fees C M,4500,STAAH
Sales,Jul-2023,Nanu Beach Resort - STAAH,Rb/ST/23-24/710,Monthly Fees  B E,1500,STAAH
Sales,Jul-2023,Nanu Beach Resort - STAAH,Rb/ST/23-24/710,Monthly Fees RM,1000,STAAH
Sales,Jul-2023,Nanu Beach Resort - STAAH,Rb/ST/23-24/710,Monthly Google Listing,1000,STAAH
Sales,Jul-2023,Nanu Resort Arambol - STAAH,Rb/ST/23-24/711,Monthly Fees C M,4500,STAAH
Sales,Jul-2023,Nanu Resort Arambol - STAAH,Rb/ST/23-24/711,Monthly Fees  B E,1500,STAAH
Sales,Jul-2023,Nanu Resort Arambol - STAAH,Rb/ST/23-24/711,Monthly Fees RM,1000,STAAH
Sales,Jul-2023,Nanu Resort Arambol - STAAH,Rb/ST/23-24/711,Monthly Google Listing,1000,STAAH
Sales,Jul-2023,Nanutel - STAAH,Rb/ST/23-24/712,Monthly Fees C M,4500,STAAH
Sales,Jul-2023,Nanutel - STAAH,Rb/ST/23-24/712,Monthly Fees  B E,1500,STAAH
Sales,Jul-2023,Nanutel - STAAH,Rb/ST/23-24/712,Monthly Fees RM,1000,STAAH
Sales,Jul-2023,Nanutel - STAAH,Rb/ST/23-24/712,Monthly Google Listing,1000,STAAH
Sales,Jul-2023,Nazri Resort - STAAH,Rb/ST/23-24/713,Booking Engine & C.M.S. (STAAH),4500,STAAH
Sales,Jul-2023,Neelam's The Grand - STAAH,Rb/ST/23-24/714,Monthly Fees C M,4000,STAAH
Sales,Jul-2023,Neelam's The Grand - STAAH,Rb/ST/23-24/714,Monthly Fees  B E,2250,STAAH
Sales,Jul-2023,Nilaya Hermitage 1 - STAAH,Rb/ST/23-24/715,Monthly Fees C M,4500,STAAH
Sales,Jul-2023,Nilaya Hermitage 1 - STAAH,Rb/ST/23-24/715,Monthly Fees  B E,2200,STAAH
Sales,Jul-2023,Nirvana Hill Resort - STAAH,Rb/ST/23-24/716,Monthly Fees C M,3500,STAAH
Sales,Jul-2023,Nirvana Hill Resort - STAAH,Rb/ST/23-24/716,Monthly Fees  B E,1500,STAAH
Sales,Jul-2023,Nirvana Hill Resort - STAAH,Rb/ST/23-24/716,Monthly Google Listing,2000,STAAH
Sales,Jul-2023,Pescador - Absolute Waterfront - STAAH,Rb/ST/23-24/717,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Jul-2023,O Pierre - STAAH New,Rb/ST/23-24/718,Booking Engine & C.M.S. (STAAH),3500,STAAH
Sales,Jul-2023,Ocean Suite (C) - STAAH,Rb/ST/23-24/719,Monthly Fees C M,5000,STAAH
Sales,Jul-2023,Oxel House - STAAH New,Rb/ST/23-24/720,Monthly Fees C M,1271.18,STAAH
Sales,Jul-2023,Phoenix Park Inn Resort - STAAH,Rb/ST/23-24/721,Monthly Fees C M,4500,STAAH
Sales,Jul-2023,Pinto Rosario Square - Resort & Spa - STAAH,Rb/ST/23-24/722,Booking Engine & C.M.S. (STAAH),4000,STAAH
Sales,Jul-2023,Prainha Resort By The Sea - STAAH,Rb/ST/23-24/723,Monthly Fees C M,4500,STAAH
Sales,Jul-2023,Okean De Goa (DeSol) - STAAH,Rb/ST/23-24/724,Monthly Fees C M,6000,STAAH
Sales,Jul-2023,Radisson Goa Candolim - STAAH,Rb/ST/23-24/725,Monthly Fees C M,4500,STAAH
Sales,Jul-2023,Rendezvous Beach Resort - STAAH (C),Rb/ST/23-24/726,Monthly Fees C M,4500,STAAH
Sales,Jul-2023,Resort De Alturas - STAAH,Rb/ST/23-24/727,Monthly Fees C M,4500,STAAH
Sales,Jul-2023,Resort De Alturas - STAAH,Rb/ST/23-24/727,Monthly Fees  B E,2000,STAAH
Sales,Jul-2023,Martins Siesta - STAAH,Rb/ST/23-24/728,Monthly Fees C M,3500,STAAH
Sales,Jul-2023,Martins Siesta - STAAH,Rb/ST/23-24/728,Monthly Fees  B E,1500,STAAH
Sales,Jul-2023,Resort Rio - STAAH,Rb/ST/23-24/729,Monthly Fees C M,5500,STAAH
Sales,Jul-2023,Resort Rio - STAAH,Rb/ST/23-24/729,Monthly Fees  B E,2500,STAAH
Sales,Jul-2023,Resort Rio - STAAH,Rb/ST/23-24/729,Monthly Google Listing,800,STAAH
Sales,Jul-2023,Resort Rio - STAAH,Rb/ST/23-24/729,Monthly Fees RM,2500,STAAH
Sales,Jul-2023,Resort Rio - STAAH,Rb/ST/23-24/729,Monthly Opera Fee,4500,STAAH
Sales,Jul-2023,Resort Rio - STAAH,Rb/ST/23-24/729,Monthly Fee Travel Agent Module,2500,STAAH
Sales,Jul-2023,Resort The Lohias - STAAH,Rb/ST/23-24/730,Monthly Fees C M,4500,STAAH
Sales,Jul-2023,Resort The Lohias - STAAH,Rb/ST/23-24/730,Monthly Fees  B E,1500,STAAH
Sales,Jul-2023,Rio Boutique - STAAH,Rb/ST/23-24/731,Monthly Fees C M,4000,STAAH
Sales,Jul-2023,Rio Boutique - STAAH,Rb/ST/23-24/731,Monthly Fees  B E,2000,STAAH
Sales,Jul-2023,Rio Boutique - STAAH,Rb/ST/23-24/731,Monthly Fees RM,1500,STAAH
Sales,Jul-2023,Rio Boutique - STAAH,Rb/ST/23-24/731,Monthly Google Listing,800,STAAH
Sales,Jul-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/732,Monthly Fees C M,5000,STAAH
Sales,Jul-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/732,Monthly Fees  B E,1250,STAAH
Sales,Jul-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/732,Monthly Fees RM,2000,STAAH
Sales,Jul-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/732,Monthly Google Listing,2000,STAAH
Sales,Jul-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/732,Monthly Fee Travel Agent Module,2500,STAAH
Sales,Jul-2023,Riva Gold Coast - STAAH,Rb/ST/23-24/733,Monthly Fees C M,4000,STAAH
Sales,Jul-2023,Riva Gold Coast - STAAH,Rb/ST/23-24/733,Monthly Fees  B E,1500,STAAH
Sales,Jul-2023,Rivasa Resort - STAAH,Rb/ST/23-24/734,Monthly Fees C M,2500,STAAH
Sales,Jul-2023,Rock Valley - STAAH,Rb/ST/23-24/735,Monthly Fees C M,3500,STAAH
Sales,Jul-2023,Rock Valley - STAAH,Rb/ST/23-24/735,Monthly Fees  B E,1500,STAAH
Sales,Jul-2023,Royale Exotica - STAAH,Rb/ST/23-24/736,Booking Engine & C.M.S. (STAAH),21000,STAAH
Sales,Jul-2023,Salcete Beach Resort - STAAH,Rb/ST/23-24/737,Monthly Fees C M,4500,STAAH
Sales,Jul-2023,Sandalwood Hotel & Retreat - STAAH,Rb/ST/23-24/738,Monthly Fees C M,3500,STAAH
Sales,Jul-2023,Sanskruti Quality Resort - STAAH,Rb/ST/23-24/739,Monthly CM (1),4500,STAAH
Sales,Jul-2023,Santiago Beach Resort (Era) - STAAH,Rb/ST/23-24/740,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Jul-2023,Sea Mist Resorts - STAAH,Rb/ST/23-24/741,Monthly Fees C M,4250,STAAH
Sales,Jul-2023,Sea Mist Resorts - STAAH,Rb/ST/23-24/741,Monthly Fees  B E,2500,STAAH
Sales,Jul-2023,Sea Queen Beach Resort & Spa - STAAH,Rb/ST/23-24/742,Monthly Fees C M,5500,STAAH
Sales,Jul-2023,Sea Queen Beach Resort & Spa - STAAH,Rb/ST/23-24/742,Monthly Fees  B E,2000,STAAH
Sales,Jul-2023,Sea Queen Beach Resort & Spa - STAAH,Rb/ST/23-24/742,Monthly Google Listing,2200,STAAH
Sales,Jul-2023,Sea Shell Villas - STAAH,Rb/ST/23-24/743,Monthly Fees C M,5250,STAAH
Sales,Jul-2023,Sea Shell Villas - STAAH,Rb/ST/23-24/743,Monthly Fees  B E,2750,STAAH
Sales,Jul-2023,Shanu's Seaside Inn - STAAH,Rb/ST/23-24/744,Monthly Fees C M,5000,STAAH
Sales,Jul-2023,Shanu's Seaside Inn - STAAH,Rb/ST/23-24/744,Monthly Fees  B E,2000,STAAH
Sales,Jul-2023,Shanu's Seaside Inn - STAAH,Rb/ST/23-24/744,Monthly Google Listing,2500,STAAH
Sales,Jul-2023,Sibaya Beach Resort - STAAH,Rb/ST/23-24/745,Monthly Fees C M,4000,STAAH
Sales,Jul-2023,Sibaya Beach Resort - STAAH,Rb/ST/23-24/745,Monthly Fees  B E,1000,STAAH
Sales,Jul-2023,Silver Sands Hideaway - STAAH,Rb/ST/23-24/746,Monthly Fees C M,4000,STAAH
Sales,Jul-2023,Silver Sands Hideaway - STAAH,Rb/ST/23-24/746,Monthly Fees  B E,2250,STAAH
Sales,Jul-2023,Silver Sands Holiday Village - STAAH,Rb/ST/23-24/747,Monthly Fees C M,4000,STAAH
Sales,Jul-2023,Silver Sands Holiday Village - STAAH,Rb/ST/23-24/747,Monthly Fees  B E,2250,STAAH
Sales,Jul-2023,Silver Sands Serenity - STAAH,Rb/ST/23-24/748,Monthly Fees C M,4000,STAAH
Sales,Jul-2023,Silver Sands Serenity - STAAH,Rb/ST/23-24/748,Monthly Fees  B E,2250,STAAH
Sales,Jul-2023,Silver Sands Sunshine - STAAH,Rb/ST/23-24/749,Monthly Fees C M,5000,STAAH
Sales,Jul-2023,Silver Sands Sunshine - STAAH,Rb/ST/23-24/749,Monthly Fees  B E,2250,STAAH
Sales,Jul-2023,Sinq Properties - STAAH,Rb/ST/23-24/750,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Jul-2023,Sinq Properties - STAAH,Rb/ST/23-24/751,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Jul-2023,Sinq Properties - STAAH,Rb/ST/23-24/752,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Jul-2023,Sinq Properties - STAAH,Rb/ST/23-24/753,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Jul-2023,Sinq Properties - STAAH,Rb/ST/23-24/754,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Jul-2023,Sonesta Inn Pvt. Ltd./Hotel,Rb/ST/23-24/755,Booking Engine & C.M.S. (STAAH),6500,STAAH
Sales,Jul-2023,Sonesta Inn Pvt. Ltd./Hotel,Rb/ST/23-24/755,Monthly Fees RM,2500,STAAH
Sales,Jul-2023,Soul Vacation - STAAH,Rb/ST/23-24/756,Monthly Fees C M,4500,STAAH
Sales,Jul-2023,Soul Vacation - STAAH,Rb/ST/23-24/756,Monthly Fees  B E,1000,STAAH
Sales,Jul-2023,Span Suites & Villas - STAAH,Rb/ST/23-24/757,Monthly Fees C M,4500,STAAH
Sales,Jul-2023,Span Suites & Villas - STAAH,Rb/ST/23-24/757,Monthly Fees  B E,2250,STAAH
Sales,Jul-2023,Spazio Leisure Resort -  STAAH (New),Rb/ST/23-24/758,Booking Engine & C.M.S. (STAAH),6500,STAAH
Sales,Jul-2023,Stonewoods Beach Resort & Spa - STAAH,Rb/ST/23-24/759,Monthly Fees C M,4000,STAAH
Sales,Jul-2023,Stone Woods Nature Resort - STAAH New,Rb/ST/23-24/760,Monthly CM (1),4000,STAAH
Sales,Jul-2023,Stone Wood Riverfront Resort - STAAH,Rb/ST/23-24/761,Monthly Fees C M,4000,STAAH
Sales,Jul-2023,Stone Wood Resort & Spa - STAAH,Rb/ST/23-24/762,Monthly Fees C M,4000,STAAH
Sales,Jul-2023,Stonewood Village resort - STAAH,Rb/ST/23-24/763,Monthly Fees C M,4000,STAAH
Sales,Jul-2023,Sun City Resort - STAAH,Rb/ST/23-24/764,Monthly Fees C M,4250,STAAH
Sales,Jul-2023,Sun City Resort - STAAH,Rb/ST/23-24/764,Monthly Fees  B E,1500,STAAH
Sales,Jul-2023,Sunset Beach Resort - STAAH,Rb/ST/23-24/765,Monthly Fees C M,3500,STAAH
Sales,Jul-2023,Sunset Beach Resort - STAAH,Rb/ST/23-24/765,Monthly Fees  B E,1500,STAAH
Sales,Jul-2023,TP Beach Resort (New) - STAAH,Rb/ST/23-24/766,Monthly Fees C M,2500,STAAH
Sales,Jul-2023,Tangerine Boutique Resort - STAAH,Rb/ST/23-24/767,Monthly Fees C M,4250,STAAH
