VCHTYPE,DATE,PARTYLEDGERNAME, INVOICE NUMBER,LEDGERNAME/STOCKITEM,AMOUNT,DEPARTMENT
Sales,May-2023,Marina Bay - STAAH New,Rb/ST/23-24/285,Monthly Fees C M,4250,STAAH
Sales,May-2023,Marquis Beach Resort - STAAH,Rb/ST/23-24/286,Monthly Fees C M,4500,STAAH
Sales,May-2023,Marquis Beach Resort - STAAH,Rb/ST/23-24/286,Monthly Fees  B E,2500,STAAH
Sales,May-2023,Mateus Boutique Hotel - STAAH,Rb/ST/23-24/287,Monthly Fees C M,2500,STAAH
Sales,May-2023,Mi Casa by the Sea - STAAH,Rb/ST/23-24/288,Monthly Fees C M,2500,STAAH
Sales,May-2023,Naga Cottages - STAAH,Rb/ST/23-24/289,Monthly Fees C M,4000,STAAH
Sales,May-2023,Nanu Beach Resort - STAAH,Rb/ST/23-24/290,Monthly Fees C M,4500,STAAH
Sales,May-2023,Nanu Beach Resort - STAAH,Rb/ST/23-24/290,Monthly Fees  B E,1500,STAAH
Sales,May-2023,Nanu Beach Resort - STAAH,Rb/ST/23-24/290,Monthly Fees RM,1000,STAAH
Sales,May-2023,Nanu Beach Resort - STAAH,Rb/ST/23-24/290,Monthly Google Listing,1000,STAAH
Sales,May-2023,Nanu Resort Arambol - STAAH,Rb/ST/23-24/291,Monthly Fees C M,4500,STAAH
Sales,May-2023,Nanu Resort Arambol - STAAH,Rb/ST/23-24/291,Monthly Fees  B E,1500,STAAH
Sales,May-2023,Nanu Resort Arambol - STAAH,Rb/ST/23-24/291,Monthly Fees RM,1000,STAAH
Sales,May-2023,Nanu Resort Arambol - STAAH,Rb/ST/23-24/291,Monthly Google Listing,1000,STAAH
Sales,May-2023,Nanutel - STAAH,Rb/ST/23-24/292,Monthly Fees C M,4500,STAAH
Sales,May-2023,Nanutel - STAAH,Rb/ST/23-24/292,Monthly Fees  B E,1500,STAAH
Sales,May-2023,Nanutel - STAAH,Rb/ST/23-24/292,Monthly Fees RM,1000,STAAH
Sales,May-2023,Nanutel - STAAH,Rb/ST/23-24/292,Monthly Google Listing,1000,STAAH
Sales,May-2023,Nazri Resort - STAAH,Rb/ST/23-24/293,Booking Engine & C.M.S. (STAAH),4500,STAAH
Sales,May-2023,Neelam's The Grand - STAAH,Rb/ST/23-24/294,Monthly Fees C M,4000,STAAH
Sales,May-2023,Neelam's The Grand - STAAH,Rb/ST/23-24/294,Monthly Fees  B E,2250,STAAH
Sales,May-2023,Nilaya Hermitage 1 - STAAH,Rb/ST/23-24/295,Monthly Fees C M,4500,STAAH
Sales,May-2023,Nilaya Hermitage 1 - STAAH,Rb/ST/23-24/295,Monthly Fees  B E,2200,STAAH
Sales,May-2023,Nirvana Hill Resort - STAAH,Rb/ST/23-24/296,Monthly Fees C M,3500,STAAH
Sales,May-2023,Nirvana Hill Resort - STAAH,Rb/ST/23-24/296,Monthly Fees  B E,1500,STAAH
Sales,May-2023,Nirvana Hill Resort - STAAH,Rb/ST/23-24/296,Monthly Google Listing,2000,STAAH
Sales,May-2023,Pescador - Absolute Waterfront - STAAH,Rb/ST/23-24/297,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,May-2023,O Pierre - STAAH New,Rb/ST/23-24/298,Booking Engine & C.M.S. (STAAH),3500,STAAH
Sales,May-2023,Ocean Suite (C) - STAAH,Rb/ST/23-24/299,Monthly Fees C M,5000,STAAH
Sales,May-2023,Ocean Suite (C) - STAAH,Rb/ST/23-24/299,Set Up B E,3000,STAAH
Sales,May-2023,Oxel House - STAAH New,Rb/ST/23-24/300,Monthly Fees C M,1271.18,STAAH
Sales,May-2023,Phoenix Park Inn Resort - STAAH,Rb/ST/23-24/301,Monthly Fees C M,4500,STAAH
Sales,May-2023,Pinto Rosario Square - Resort & Spa - STAAH,Rb/ST/23-24/302,Booking Engine & C.M.S. (STAAH),4000,STAAH
Sales,May-2023,Prainha Resort By The Sea - STAAH,Rb/ST/23-24/303,Monthly Fees C M,4500,STAAH
Sales,May-2023,Okean De Goa (DeSol) - STAAH,Rb/ST/23-24/304,Monthly Fees C M,6000,STAAH
Sales,May-2023,Radisson Goa Candolim - STAAH,Rb/ST/23-24/305,Monthly Fees C M,4500,STAAH
Sales,May-2023,Rendezvous Beach Resort - STAAH (C),Rb/ST/23-24/306,Monthly Fees C M,4500,STAAH
Sales,May-2023,Resort De Alturas - STAAH,Rb/ST/23-24/307,Monthly Fees C M,4500,STAAH
Sales,May-2023,Resort De Alturas - STAAH,Rb/ST/23-24/307,Monthly Fees  B E,2000,STAAH
Sales,May-2023,Martins Siesta - STAAH,Rb/ST/23-24/308,Monthly Fees C M,3500,STAAH
Sales,May-2023,Martins Siesta - STAAH,Rb/ST/23-24/308,Monthly Fees  B E,1500,STAAH
Sales,May-2023,Resort Rio - STAAH,Rb/ST/23-24/309,Monthly Fees C M,5500,STAAH
Sales,May-2023,Resort Rio - STAAH,Rb/ST/23-24/309,Monthly Fees  B E,2500,STAAH
Sales,May-2023,Resort Rio - STAAH,Rb/ST/23-24/309,Monthly Google Listing,800,STAAH
Sales,May-2023,Resort Rio - STAAH,Rb/ST/23-24/309,Monthly Fees RM,2500,STAAH
Sales,May-2023,Resort Rio - STAAH,Rb/ST/23-24/309,Monthly Opera Fee,4500,STAAH
Sales,May-2023,Resort Rio - STAAH,Rb/ST/23-24/309,Monthly Fee Travel Agent Module,2500,STAAH
Sales,May-2023,Resort The Lohias - STAAH,Rb/ST/23-24/310,Monthly Fees C M,4500,STAAH
Sales,May-2023,Resort The Lohias - STAAH,Rb/ST/23-24/310,Monthly Fees  B E,1500,STAAH
Sales,May-2023,Rio Boutique - STAAH,Rb/ST/23-24/311,Monthly Fees C M,4000,STAAH
Sales,May-2023,Rio Boutique - STAAH,Rb/ST/23-24/311,Monthly Fees  B E,2000,STAAH
Sales,May-2023,Rio Boutique - STAAH,Rb/ST/23-24/311,Monthly Fees RM,1500,STAAH
Sales,May-2023,Rio Boutique - STAAH,Rb/ST/23-24/311,Monthly Google Listing,800,STAAH
Sales,May-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/312,Monthly Fees C M,5000,STAAH
Sales,May-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/312,Monthly Fees  B E,1250,STAAH
Sales,May-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/312,Monthly Fees RM,2000,STAAH
Sales,May-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/312,Monthly Google Listing,2000,STAAH
Sales,May-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/312,Monthly Fee Travel Agent Module,2500,STAAH
Sales,May-2023,Riva Gold Coast - STAAH,Rb/ST/23-24/313,Monthly Fees C M,4000,STAAH
Sales,May-2023,Riva Gold Coast - STAAH,Rb/ST/23-24/313,Monthly Fees  B E,1500,STAAH
Sales,May-2023,Rivasa Resort - STAAH,Rb/ST/23-24/314,Monthly Fees C M,2500,STAAH
Sales,May-2023,Rock Valley - STAAH,Rb/ST/23-24/315,Monthly Fees C M,3000,STAAH
Sales,May-2023,Rock Valley - STAAH,Rb/ST/23-24/315,Monthly Fees  B E,2000,STAAH
Sales,May-2023,Salcete Beach Resort - STAAH,Rb/ST/23-24/316,Monthly Fees C M,4500,STAAH
Sales,May-2023,Sandalwood Hotel & Retreat - STAAH,Rb/ST/23-24/317,Monthly Fees C M,3500,STAAH
Sales,May-2023,Sanskruti Quality Resort - STAAH,Rb/ST/23-24/318,Monthly CM (1),4500,STAAH
Sales,May-2023,Santiago Beach Resort (Era) - STAAH,Rb/ST/23-24/319,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,May-2023,Sea Mist Resorts - STAAH,Rb/ST/23-24/320,Monthly Fees C M,4250,STAAH
Sales,May-2023,Sea Mist Resorts - STAAH,Rb/ST/23-24/320,Monthly Fees  B E,2500,STAAH
Sales,May-2023,Sea Queen Beach Resort & Spa - STAAH,Rb/ST/23-24/321,Monthly Fees C M,5500,STAAH
Sales,May-2023,Sea Queen Beach Resort & Spa - STAAH,Rb/ST/23-24/321,Monthly Fees  B E,2000,STAAH
Sales,May-2023,Sea Queen Beach Resort & Spa - STAAH,Rb/ST/23-24/321,Monthly Google Listing,2200,STAAH
Sales,May-2023,Sea Shell Villas - STAAH,Rb/ST/23-24/322,Monthly Fees C M,5250,STAAH
Sales,May-2023,Sea Shell Villas - STAAH,Rb/ST/23-24/322,Monthly Fees  B E,2750,STAAH
Sales,May-2023,Shanu's Seaside Inn - STAAH,Rb/ST/23-24/323,Monthly Fees C M,5000,STAAH
Sales,May-2023,Shanu's Seaside Inn - STAAH,Rb/ST/23-24/323,Monthly Fees  B E,2000,STAAH
Sales,May-2023,Shanu's Seaside Inn - STAAH,Rb/ST/23-24/323,Monthly Fees RM,2500,STAAH
Sales,May-2023,Sibaya Beach Resort - STAAH,Rb/ST/23-24/324,Monthly Fees C M,4000,STAAH
Sales,May-2023,Sibaya Beach Resort - STAAH,Rb/ST/23-24/324,Monthly Fees  B E,1000,STAAH
Sales,May-2023,Silver Sands Hideaway - STAAH,Rb/ST/23-24/325,Monthly Fees C M,4000,STAAH
Sales,May-2023,Silver Sands Hideaway - STAAH,Rb/ST/23-24/325,Monthly Fees  B E,2250,STAAH
Sales,May-2023,Silver Sands Holiday Village - STAAH,Rb/ST/23-24/326,Monthly Fees C M,4000,STAAH
Sales,May-2023,Silver Sands Holiday Village - STAAH,Rb/ST/23-24/326,Monthly Fees  B E,2250,STAAH
Sales,May-2023,Silver Sands Serenity - STAAH,Rb/ST/23-24/327,Monthly Fees C M,4000,STAAH
Sales,May-2023,Silver Sands Serenity - STAAH,Rb/ST/23-24/327,Monthly Fees  B E,2250,STAAH
Sales,May-2023,Silver Sands Sunshine - STAAH,Rb/ST/23-24/328,Monthly Fees C M,5000,STAAH
Sales,May-2023,Silver Sands Sunshine - STAAH,Rb/ST/23-24/328,Monthly Fees  B E,2250,STAAH
Sales,May-2023,Sinq Properties - STAAH,Rb/ST/23-24/329,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,May-2023,Sinq Properties - STAAH,Rb/ST/23-24/330,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,May-2023,Sinq Properties - STAAH,Rb/ST/23-24/331,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,May-2023,Sinq Properties - STAAH,Rb/ST/23-24/332,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,May-2023,Sinq Properties - STAAH,Rb/ST/23-24/333,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,May-2023,Sonesta Inn Pvt. Ltd./Hotel,Rb/ST/23-24/334,Booking Engine & C.M.S. (STAAH),6500,STAAH
Sales,May-2023,Sonesta Inn Pvt. Ltd./Hotel,Rb/ST/23-24/334,Monthly Fees RM,2500,STAAH
Sales,May-2023,Soul Vacation - STAAH (C),Rb/ST/23-24/335,Monthly Fees C M,4500,STAAH
Sales,May-2023,Soul Vacation - STAAH (C),Rb/ST/23-24/335,Monthly Fees  B E,1000,STAAH
Sales,May-2023,Span Suites & Villas - STAAH,Rb/ST/23-24/336,Monthly Fees C M,4500,STAAH
Sales,May-2023,Span Suites & Villas - STAAH,Rb/ST/23-24/336,Monthly Fees  B E,2250,STAAH
Sales,May-2023,Spazio Leisure Resort -  STAAH (New),Rb/ST/23-24/337,Booking Engine & C.M.S. (STAAH),6500,STAAH
Sales,May-2023,Stonewoods Beach Resort & Spa - STAAH,Rb/ST/23-24/338,Monthly Fees C M,4000,STAAH
Sales,May-2023,Stone Woods Nature Resort - STAAH New,Rb/ST/23-24/339,Monthly CM (1),4000,STAAH
Sales,May-2023,Stone Wood Riverfront Resort - STAAH,Rb/ST/23-24/340,Monthly Fees C M,4000,STAAH
Sales,May-2023,Stone Wood Resort & Spa - STAAH,Rb/ST/23-24/341,Monthly Fees C M,4000,STAAH
Sales,May-2023,Stonewood Village resort - STAAH,Rb/ST/23-24/342,Monthly Fees C M,4000,STAAH
Sales,May-2023,Sun City Resort - STAAH,Rb/ST/23-24/343,Monthly Fees C M,4250,STAAH
Sales,May-2023,Sun City Resort - STAAH,Rb/ST/23-24/343,Monthly Fees  B E,1500,STAAH
Sales,May-2023,Sunset Beach Resort - STAAH,Rb/ST/23-24/344,Monthly Fees C M,3500,STAAH
Sales,May-2023,TP Beach Resort (New) - STAAH,Rb/ST/23-24/345,Monthly Fees C M,2500,STAAH
Sales,May-2023,Tangerine Boutique Resort - STAAH,Rb/ST/23-24/346,Monthly Fees C M,4250,STAAH
Sales,May-2023,The Acacia Hotel & Spa Goa - STAAH,Rb/ST/23-24/347,Monthly Fees C M,5250,STAAH
Sales,May-2023,The Acacia Hotel & Spa Goa - STAAH,Rb/ST/23-24/347,Monthly Fees  B E,2750,STAAH
Sales,May-2023,The Acacia Hotel & Spa Goa - STAAH,Rb/ST/23-24/347,Monthly Fees RM,2000,STAAH
Sales,May-2023,The Acacia Morjim Oceanfront - STAAH,Rb/ST/23-24/348,Monthly Fees C M,5000,STAAH
Sales,May-2023,The Acacia Morjim Oceanfront - STAAH,Rb/ST/23-24/348,Monthly Fees  B E,2500,STAAH
