VCHTYPE,DATE,PARTYLEDGERNAME, INVOICE NUMBER,LEDGERNAME/STOCKITEM,AMOUNT,DEPARTMENT
Sales,Jan-2024,Baywatch Resort - STAAH,Rb/ST/23-24/1958,Monthly Fees  B E,2250,STAAH
Sales,Jan-2024,Bedrock Boutique Hostel - STAAH,Rb/ST/23-24/1959,Monthly Fees C M,2500,STAAH
Sales,Jan-2024,Beira Mar Beach Resort - STAAH,Rb/ST/23-24/1960,Monthly Fees C M,4000,STAAH
Sales,Jan-2024,Beleza...by the Beach - STAAH,Rb/ST/23-24/1961,Booking Engine & C.M.S. (STAAH),6500,STAAH
Sales,Jan-2024,Beleza...by the Beach - STAAH,Rb/ST/23-24/1961,Monthly Google Listing,2500,STAAH
Sales,Jan-2024,Bogmallo Beach Resort - STAAH,Rb/ST/23-24/1962,Booking Engine & C.M.S. (STAAH),4500,STAAH
Sales,Jan-2024,Bogmallo Beach Resort - STAAH,Rb/ST/23-24/1962,Monthly Fees RM,2000,STAAH
Sales,Jan-2024,Bogmallo Beach Resort - STAAH,Rb/ST/23-24/1962,Monthly Google Listing,3000,STAAH
Sales,Jan-2024,Boomerang  Ashvem (C) - STAAH,Rb/ST/23-24/1963,Monthly Fees C M,4000,STAAH
Sales,Jan-2024,Cabo Serai - STAAH,Rb/ST/23-24/1964,Monthly Fees C M,3500,STAAH
Sales,Jan-2024,Cabo Serai - STAAH,Rb/ST/23-24/1964,Monthly Fees  B E,2000,STAAH
Sales,Jan-2024,Calangute Beach Resort - STAAH,Rb/ST/23-24/1965,Monthly Fees C M,3500,STAAH
Sales,Jan-2024,Calangute Grande (Baba Hotels) - STAAH,Rb/ST/23-24/1966,Monthly Fees C M,4500,STAAH
Sales,Jan-2024,Goa Electronics - STAAH,Rb/ST/23-24/1967,Monthly Fees  B E,15000,STAAH
Sales,Jan-2024,Goa Tourism Development Corporation Limited - STAAH,Rb/ST/23-24/1968,Monthly Fees C M,67500,STAAH
Sales,Jan-2024,Goa Tourism Development Corporation Limited - STAAH,Rb/ST/23-24/1968,Monthly Fees C M,7000,STAAH
Sales,Jan-2024,Casabela (C) - STAAH,Rb/ST/23-24/1969,Monthly Fees C M,3500,STAAH
Sales,Jan-2024,Casa De Goa - STAAH,Rb/ST/23-24/1970,Monthly Fees C M,6000,STAAH
Sales,Jan-2024,Casa De Goa - STAAH,Rb/ST/23-24/1970,Monthly Fees  B E,1500,STAAH
Sales,Jan-2024,Casa De Goa - STAAH,Rb/ST/23-24/1970,Monthly Google Listing,2000,STAAH
Sales,Jan-2024,Casa Menezes - STAAH,Rb/ST/23-24/1971,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Jan-2024,Casa Severina - STAAH,Rb/ST/23-24/1972,Monthly Fees C M,3500,STAAH
Sales,Jan-2024,Casablanc Beach Resorts LLP -STAAH,Rb/ST/23-24/1973,Monthly Fees C M,2500,STAAH
Sales,Jan-2024,Cavala - The Seaside Resort - STAAH,Rb/ST/23-24/1974,Monthly Fees C M,2500,STAAH
Sales,Jan-2024,Chances Resort And Casino - STAAH,Rb/ST/23-24/1975,Monthly Fees C M,3500,STAAH
Sales,Jan-2024,Chances Resort And Casino - STAAH,Rb/ST/23-24/1975,Monthly Fees  B E,1500,STAAH
Sales,Jan-2024,Cochichos Resort - STAAH,Rb/ST/23-24/1976,Monthly Fees C M,4000,STAAH
Sales,Jan-2024,Coconut Creek - STAAH,Rb/ST/23-24/1977,Booking Engine & C.M.S. (STAAH),3000,STAAH
Sales,Jan-2024,Coconut Creek - STAAH,Rb/ST/23-24/1977,Monthly Google Listing,2500,STAAH
Sales,Jan-2024,De Mandarin Bangalore - STAAH New,Rb/ST/23-24/1978,Monthly CM (1),4000,STAAH
Sales,Jan-2024,De Mandarin Bangalore - STAAH New,Rb/ST/23-24/1978,Monthly BE (1),1000,STAAH
Sales,Jan-2024,De Mandarin Bangalore - STAAH New,Rb/ST/23-24/1978,Monthly Google Listing  (1),1500,STAAH
Sales,Jan-2024,De Mandarin Beach Suites - STAAH,Rb/ST/23-24/1979,Monthly Fees C M,5000,STAAH
Sales,Jan-2024,De Mandarin Beach Suites - STAAH,Rb/ST/23-24/1979,Monthly Fees  B E,2000,STAAH
Sales,Jan-2024,De Mandarin Beach Suites - STAAH,Rb/ST/23-24/1979,Monthly Google Listing,1500,STAAH
Sales,Jan-2024,De Mandarin Goa - STAAH,Rb/ST/23-24/1980,Monthly Fees C M,6000,STAAH
Sales,Jan-2024,De Mandarin Goa - STAAH,Rb/ST/23-24/1980,Monthly Fees  B E,2000,STAAH
Sales,Jan-2024,De Mandarin Goa - STAAH,Rb/ST/23-24/1980,Monthly Google Listing,1500,STAAH
Sales,Jan-2024,Devasthali - STAAH,Rb/ST/23-24/1981,Booking Engine & C.M.S. (STAAH),6500,STAAH
Sales,Jan-2024,Andores Resort & Spa - STAAH,Rb/ST/23-24/1982,Booking Engine & C.M.S. (STAAH),3500,STAAH
Sales,Jan-2024,Eros Boutique - STAAH New,Rb/ST/23-24/1983,Monthly Fees C M,2500,STAAH
Sales,Jan-2024,Estrela Do Mar - STAAH,Rb/ST/23-24/1984,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Jan-2024,Fahrenheit Hotels and Resorts - STAAH,Rb/ST/23-24/1985,Monthly Fees C M,5000,STAAH
Sales,Jan-2024,Fahrenheit Hotels and Resorts - STAAH,Rb/ST/23-24/1985,Monthly Fees  B E,2500,STAAH
Sales,Jan-2024,Fahrenheit Hotels and Resorts - STAAH,Rb/ST/23-24/1985,Monthly Fees RM,2500,STAAH
Sales,Jan-2024,Fahrenheit Hotels and Resorts - STAAH,Rb/ST/23-24/1985,Monthly Google Listing,2500,STAAH
Sales,Jan-2024,Ginger Tree Anjuna - STAAH New,Rb/ST/23-24/1986,Monthly Fees C M,3000,STAAH
Sales,Jan-2024,Golden Tulip - STAAH,Rb/ST/23-24/1987,Monthly Fees C M,5000,STAAH
Sales,Jan-2024,Goveia Holiday Homes - STAAH New,Rb/ST/23-24/1988,Monthly Fees C M,3500,STAAH
Sales,Jan-2024,Graciano Cottages - STAAH,Rb/ST/23-24/1989,Monthly Fees C M,4000,STAAH
Sales,Jan-2024,Grandeur De Sanchi - STAAH,Rb/ST/23-24/1990,Monthly Fees C M,3500,STAAH
Sales,Jan-2024,Grandeur De Sanchi - STAAH,Rb/ST/23-24/1990,Monthly Fees  B E,1500,STAAH
Sales,Jan-2024,Granpa's Inn - STAAH,Rb/ST/23-24/1991,Monthly Fees C M,4500,STAAH
Sales,Jan-2024,Hospedaria Abrige De Botelho - STAAH,Rb/ST/23-24/1992,Monthly Fees C M,4500,STAAH
Sales,Jan-2024,Hospedaria Abrige De Botelho - STAAH,Rb/ST/23-24/1992,Monthly Fees  B E,1500,STAAH
Sales,Jan-2024,Hotel Avisha Residency - STAAH,Rb/ST/23-24/1993,Monthly Fees C M,3500,STAAH
Sales,Jan-2024,Hotel Calangute Towers - STAAH,Rb/ST/23-24/1994,Monthly Fees C M,4500,STAAH
Sales,Jan-2024,Hotel Goan Heritage - STAAH,Rb/ST/23-24/1995,Monthly Fees C M,4500,STAAH
Sales,Jan-2024,Hotel Goan Heritage - STAAH,Rb/ST/23-24/1995,Monthly Fees  B E,2000,STAAH
Sales,Jan-2024,Iora Baga Beach - STAAH,Rb/ST/23-24/1996,Monthly Fees C M,4000,STAAH
Sales,Jan-2024,Hotel La Capitol - STAAH,Rb/ST/23-24/1997,Monthly Fees C M,4000,STAAH
Sales,Jan-2024,Hotel La Capitol - STAAH,Rb/ST/23-24/1997,Monthly Fees  B E,2000,STAAH
Sales,Jan-2024,Hotel Mayura - STAAH,Rb/ST/23-24/1998,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Jan-2024,Hotel Park Plaza - STAAH,Rb/ST/23-24/1999,Monthly Fees C M,4500,STAAH
Sales,Jan-2024,Hotel Park Plaza - STAAH,Rb/ST/23-24/1999,Monthly Fees  B E,2000,STAAH
Sales,Jan-2024,Hotel Reemz - STAAH,Rb/ST/23-24/2000,Monthly Fees C M,5000,STAAH
Sales,Jan-2024,Hotel Rezo's - STAAH,Rb/ST/23-24/2001,Monthly Fees C M,2500,STAAH
Sales,Jan-2024,I Love Bell Bottoms Pvt Ltd - STAAH,Rb/ST/23-24/2002,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Jan-2024,Dempo River Sal Resort & Spa - STAAH,Rb/ST/23-24/2003,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Jan-2024,Joia Do Mar (Pentacle) - STAAH New,Rb/ST/23-24/2004,Monthly Fees C M,4000,STAAH
Sales,Jan-2024,Joia Do Mar (Pentacle) - STAAH New,Rb/ST/23-24/2004,Monthly Fees  B E,1500,STAAH
Sales,Jan-2024,Joia Do Mar (Pentacle) - STAAH New,Rb/ST/23-24/2004,Monthly Google Listing,2500,STAAH
Sales,Jan-2024,Jolan's Guest House - STAAH,Rb/ST/23-24/2005,Monthly Fees C M,2100,STAAH
Sales,Jan-2024,Kalki Resorts,Rb/ST/23-24/2006,Monthly Fees C M,3000,STAAH
Sales,Jan-2024,Kalki Resorts,Rb/ST/23-24/2006,Monthly Fees C M,900,STAAH
Sales,Jan-2024,Kamat's Hilltop Leisure - STAAH,Rb/ST/23-24/2007,Monthly Fees C M,3500,STAAH
Sales,Jan-2024,Royal Haathi Mahal - STAAH,Rb/ST/23-24/2008,Monthly Fees C M,4500,STAAH
Sales,Jan-2024,Royal Haathi Mahal - STAAH,Rb/ST/23-24/2008,Monthly Fees  B E,2000,STAAH
Sales,Jan-2024,Koko Maya by Stonewoods - STAAH,Rb/ST/23-24/2009,Monthly Fees C M,4000,STAAH
Sales,Jan-2024,La Grace Resort - STAAH,Rb/ST/23-24/2010,Monthly Fees C M,4250,STAAH
Sales,Jan-2024,La Cabana Beach & Spa - STAAH,Rb/ST/23-24/2011,Monthly Fees C M,5500,STAAH
Sales,Jan-2024,La Cabana Beach & Spa - STAAH,Rb/ST/23-24/2011,Monthly Fees  B E,2000,STAAH
Sales,Jan-2024,La Cabana Beach & Spa - STAAH,Rb/ST/23-24/2011,Monthly Google Listing,2500,STAAH
Sales,Jan-2024,Lario's Beach Holidays - STAAH,Rb/ST/23-24/2012,Monthly Fees C M,4000,STAAH
Sales,Jan-2024,Lario's Beach Holidays - STAAH,Rb/ST/23-24/2012,Monthly Fees  B E,1500,STAAH
Sales,Jan-2024,Mansionhaus - STAAH,Rb/ST/23-24/2013,Monthly Fees C M,3500,STAAH
Sales,Jan-2024,Mansionhaus - STAAH,Rb/ST/23-24/2013,Monthly Fees  B E,1500,STAAH
Sales,Jan-2024,Maravilha Boutique Resort - STAAH New,Rb/ST/23-24/2014,Monthly Fees C M,3500,STAAH
Sales,Jan-2024,Maravilha Boutique Resort - STAAH New,Rb/ST/23-24/2014,Monthly Fees RM,2000,STAAH
Sales,Jan-2024,Marbela Resort - STAAH (C),Rb/ST/23-24/2015,Monthly Fees C M,4000,STAAH
Sales,Jan-2024,Marbela Resort - STAAH (C),Rb/ST/23-24/2015,Monthly Fees  B E,2000,STAAH
Sales,Jan-2024,Marina Bay - STAAH New,Rb/ST/23-24/2016,Monthly Fees C M,5750,STAAH
Sales,Jan-2024,Marquis Beach Resort - STAAH,Rb/ST/23-24/2017,Monthly Fees C M,4500,STAAH
Sales,Jan-2024,Marquis Beach Resort - STAAH,Rb/ST/23-24/2017,Monthly Fees  B E,2500,STAAH
Sales,Jan-2024,Mateus Boutique Hotel - STAAH,Rb/ST/23-24/2018,Monthly Fees C M,2500,STAAH
Sales,Jan-2024,Mi Casa by the Sea - STAAH,Rb/ST/23-24/2019,Monthly Fees C M,2500,STAAH
Sales,Jan-2024,Nanu Beach Resort - STAAH,Rb/ST/23-24/2021,Monthly Fees C M,4500,STAAH
Sales,Jan-2024,Nanu Beach Resort - STAAH,Rb/ST/23-24/2021,Monthly Fees  B E,1500,STAAH
Sales,Jan-2024,Nanu Beach Resort - STAAH,Rb/ST/23-24/2021,Monthly Fees RM,1000,STAAH
Sales,Jan-2024,Nanu Beach Resort - STAAH,Rb/ST/23-24/2021,Monthly Google Listing,1000,STAAH
Sales,Jan-2024,Nanu Resort Arambol - STAAH,Rb/ST/23-24/2022,Monthly Fees C M,4500,STAAH
Sales,Jan-2024,Nanu Resort Arambol - STAAH,Rb/ST/23-24/2022,Monthly Fees  B E,1500,STAAH
Sales,Jan-2024,Nanu Resort Arambol - STAAH,Rb/ST/23-24/2022,Monthly Fees RM,1000,STAAH
Sales,Jan-2024,Nanu Resort Arambol - STAAH,Rb/ST/23-24/2022,Monthly Google Listing,1000,STAAH
Sales,Jan-2024,Nanutel - STAAH,Rb/ST/23-24/2023,Monthly Fees C M,4500,STAAH
Sales,Jan-2024,Nanutel - STAAH,Rb/ST/23-24/2023,Monthly Fees  B E,1500,STAAH
Sales,Jan-2024,Nanutel - STAAH,Rb/ST/23-24/2023,Monthly Fees RM,1000,STAAH
Sales,Jan-2024,Nanutel - STAAH,Rb/ST/23-24/2023,Monthly Google Listing,1000,STAAH
Sales,Jan-2024,Nazri Resort - STAAH,Rb/ST/23-24/2024,Booking Engine & C.M.S. (STAAH),4500,STAAH
Sales,Jan-2024,Neelam's The Grand - STAAH,Rb/ST/23-24/2025,Monthly Fees C M,4000,STAAH
Sales,Jan-2024,Neelam's The Grand - STAAH,Rb/ST/23-24/2025,Monthly Fees  B E,2250,STAAH
Sales,Jan-2024,Nilaya Hermitage 1 - STAAH,Rb/ST/23-24/2026,Monthly Fees C M,4500,STAAH
Sales,Jan-2024,Nilaya Hermitage 1 - STAAH,Rb/ST/23-24/2026,Monthly Fees  B E,2200,STAAH
Sales,Jan-2024,Nirvana Hill Resort - STAAH,Rb/ST/23-24/2027,Monthly Fees C M,3500,STAAH
Sales,Jan-2024,Nirvana Hill Resort - STAAH,Rb/ST/23-24/2027,Monthly Fees  B E,1500,STAAH
Sales,Jan-2024,Nirvana Hill Resort - STAAH,Rb/ST/23-24/2027,Monthly Google Listing,2000,STAAH
Sales,Jan-2024,Pescador - Absolute Waterfront - STAAH,Rb/ST/23-24/2028,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Jan-2024,O Pierre - STAAH New,Rb/ST/23-24/2029,Booking Engine & C.M.S. (STAAH),3500,STAAH
Sales,Jan-2024,Ocean Suite (C) - STAAH,Rb/ST/23-24/2030,Monthly Fees C M,5000,STAAH
Sales,Jan-2024,Oxel House - STAAH New,Rb/ST/23-24/2031,Monthly Fees C M,1271.18,STAAH
Sales,Jan-2024,Phoenix Park Inn Resort - STAAH,Rb/ST/23-24/2032,Monthly Fees C M,4500,STAAH
Sales,Jan-2024,Pinto Rosario Square - Resort & Spa - STAAH,Rb/ST/23-24/2033,Booking Engine & C.M.S. (STAAH),4000,STAAH
Sales,Jan-2024,Prainha Resort By The Sea - STAAH,Rb/ST/23-24/2034,Monthly Fees C M,4500,STAAH
Sales,Jan-2024,Okean De Goa (DeSol) - STAAH,Rb/ST/23-24/2035,Monthly Fees C M,6000,STAAH
Sales,Jan-2024,Radisson Goa Candolim - STAAH,Rb/ST/23-24/2036,Monthly Fees C M,4500,STAAH
Sales,Jan-2024,Rendezvous Beach Resort - STAAH (C),Rb/ST/23-24/2037,Monthly Fees C M,4500,STAAH
Sales,Jan-2024,Resort De Alturas - STAAH,Rb/ST/23-24/2038,Monthly Fees C M,4500,STAAH
Sales,Jan-2024,Resort De Alturas - STAAH,Rb/ST/23-24/2038,Monthly Fees  B E,2000,STAAH
Sales,Jan-2024,Resort Rio - STAAH (New),Rb/ST/23-24/2039,Monthly Fees C M,5500,STAAH
Sales,Jan-2024,Resort Rio - STAAH (New),Rb/ST/23-24/2039,Monthly Fees  B E,1500,STAAH
Sales,Jan-2024,Resort Rio - STAAH (New),Rb/ST/23-24/2039,Monthly Google Listing,800,STAAH
Sales,Jan-2024,Resort Rio - STAAH (New),Rb/ST/23-24/2039,Monthly Fees RM,2500,STAAH
Sales,Jan-2024,Resort Rio - STAAH (New),Rb/ST/23-24/2039,Monthly Opera Fee,4500,STAAH
Sales,Jan-2024,Resort Rio - STAAH (New),Rb/ST/23-24/2039,Monthly Fee Travel Agent Module,2500,STAAH
Sales,Jan-2024,Resort Rio - STAAH (New),Rb/ST/23-24/2039,Monthly Gift Voucher Engine,3500,STAAH
Sales,Jan-2024,Resort The Lohias - STAAH,Rb/ST/23-24/2040,Monthly Fees C M,4500,STAAH
Sales,Jan-2024,Resort The Lohias - STAAH,Rb/ST/23-24/2040,Monthly Fees  B E,1500,STAAH
Sales,Jan-2024,Rio Boutique - STAAH,Rb/ST/23-24/2041,Monthly Fees C M,4000,STAAH
Sales,Jan-2024,Rio Boutique - STAAH,Rb/ST/23-24/2041,Monthly Fees  B E,2000,STAAH
Sales,Jan-2024,Rio Boutique - STAAH,Rb/ST/23-24/2041,Monthly Fees RM,1500,STAAH
Sales,Jan-2024,Rio Boutique - STAAH,Rb/ST/23-24/2041,Monthly Google Listing,800,STAAH
Sales,Jan-2024,Riva Beach Resort - STAAH,Rb/ST/23-24/2042,Monthly Fees C M,5000,STAAH
Sales,Jan-2024,Riva Beach Resort - STAAH,Rb/ST/23-24/2042,Monthly Fees  B E,1250,STAAH
Sales,Jan-2024,Riva Beach Resort - STAAH,Rb/ST/23-24/2042,Monthly Fees RM,2000,STAAH
Sales,Jan-2024,Riva Beach Resort - STAAH,Rb/ST/23-24/2042,Monthly Google Listing,2000,STAAH
Sales,Jan-2024,Riva Beach Resort - STAAH,Rb/ST/23-24/2042,Monthly Fee Travel Agent Module,2500,STAAH
Sales,Jan-2024,Riva Gold Coast - STAAH,Rb/ST/23-24/2043,Monthly Fees C M,4000,STAAH
Sales,Jan-2024,Riva Gold Coast - STAAH,Rb/ST/23-24/2043,Monthly Fees  B E,1500,STAAH
Sales,Jan-2024,Rivasa Resort - STAAH,Rb/ST/23-24/2044,Monthly Fees C M,2500,STAAH
Sales,Jan-2024,Royale Exotica - STAAH,Rb/ST/23-24/2045,Booking Engine & C.M.S. (STAAH),21000,STAAH
Sales,Jan-2024,Salcete Beach Resort - STAAH,Rb/ST/23-24/2046,Monthly Fees C M,4500,STAAH
Sales,Jan-2024,Sandalwood Hotel & Retreat - STAAH,Rb/ST/23-24/2047,Monthly Fees C M,4000,STAAH
Sales,Jan-2024,Sanskruti Quality Resort - STAAH,Rb/ST/23-24/2048,Monthly CM (1),4500,STAAH
Sales,Jan-2024,Sea Mist Resorts - STAAH,Rb/ST/23-24/2049,Monthly Fees C M,4250,STAAH
Sales,Jan-2024,Sea Mist Resorts - STAAH,Rb/ST/23-24/2049,Monthly Fees  B E,2500,STAAH
Sales,Jan-2024,Sea Queen Beach Resort & Spa - STAAH,Rb/ST/23-24/2050,Monthly Fees C M,5500,STAAH
Sales,Jan-2024,Sea Queen Beach Resort & Spa - STAAH,Rb/ST/23-24/2050,Monthly Fees  B E,2000,STAAH
Sales,Jan-2024,Sea Queen Beach Resort & Spa - STAAH,Rb/ST/23-24/2050,Monthly Google Listing,2200,STAAH
Sales,Jan-2024,Sea Shell Villas - STAAH,Rb/ST/23-24/2051,Monthly Fees C M,5250,STAAH
Sales,Jan-2024,Sea Shell Villas - STAAH,Rb/ST/23-24/2051,Monthly Fees  B E,2750,STAAH
Sales,Jan-2024,Shanu's Seaside Inn - STAAH,Rb/ST/23-24/2052,Monthly Fees C M,5000,STAAH
Sales,Jan-2024,Shanu's Seaside Inn - STAAH,Rb/ST/23-24/2052,Monthly Fees  B E,2000,STAAH
Sales,Jan-2024,Shanu's Seaside Inn - STAAH,Rb/ST/23-24/2052,Monthly Google Listing,2500,STAAH
Sales,Jan-2024,Sibaya Beach Resort - STAAH,Rb/ST/23-24/2053,Monthly Fees C M,4000,STAAH
Sales,Jan-2024,Sibaya Beach Resort - STAAH,Rb/ST/23-24/2053,Monthly Fees  B E,1000,STAAH
Sales,Jan-2024,Silver Sands Hideaway - STAAH,Rb/ST/23-24/2054,Monthly Fees C M,4000,STAAH
Sales,Jan-2024,Silver Sands Hideaway - STAAH,Rb/ST/23-24/2054,Monthly Fees  B E,2250,STAAH
Sales,Jan-2024,Silver Sands Holiday Village - STAAH,Rb/ST/23-24/2055,Monthly Fees C M,4000,STAAH
Sales,Jan-2024,Silver Sands Holiday Village - STAAH,Rb/ST/23-24/2055,Monthly Fees  B E,2250,STAAH
Sales,Jan-2024,Silver Sands Serenity - STAAH,Rb/ST/23-24/2056,Monthly Fees C M,4000,STAAH
Sales,Jan-2024,Silver Sands Serenity - STAAH,Rb/ST/23-24/2056,Monthly Fees  B E,2250,STAAH
Sales,Jan-2024,Silver Sands Sunshine - STAAH,Rb/ST/23-24/2057,Monthly Fees C M,5000,STAAH
Sales,Jan-2024,Silver Sands Sunshine - STAAH,Rb/ST/23-24/2057,Monthly Fees  B E,2250,STAAH
Sales,Jan-2024,Sinq Properties - STAAH,Rb/ST/23-24/2058,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Jan-2024,Sinq Properties - STAAH,Rb/ST/23-24/2059,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Jan-2024,Sinq Properties - STAAH,Rb/ST/23-24/2060,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Jan-2024,Sinq Properties - STAAH,Rb/ST/23-24/2061,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Jan-2024,Sinq Properties - STAAH,Rb/ST/23-24/2062,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Jan-2024,Sonesta Inn Pvt. Ltd./Hotel,Rb/ST/23-24/2063,Booking Engine & C.M.S. (STAAH),7500,STAAH
Sales,Jan-2024,Sonesta Inn Pvt. Ltd./Hotel,Rb/ST/23-24/2063,Monthly Google Listing,2500,STAAH
Sales,Jan-2024,Soul Vacation - STAAH,Rb/ST/23-24/2064,Monthly Fees C M,4500,STAAH
Sales,Jan-2024,Soul Vacation - STAAH,Rb/ST/23-24/2064,Monthly Fees  B E,1000,STAAH
Sales,Jan-2024,Span Suites & Villas - STAAH,Rb/ST/23-24/2065,Monthly Fees C M,4500,STAAH
Sales,Jan-2024,Span Suites & Villas - STAAH,Rb/ST/23-24/2065,Monthly Fees  B E,2250,STAAH
Sales,Jan-2024,Spazio Leisure Resort -  STAAH (New),Rb/ST/23-24/2066,Booking Engine & C.M.S. (STAAH),6500,STAAH
Sales,Jan-2024,Stonewoods Beach Resort & Spa - STAAH,Rb/ST/23-24/2067,Monthly Fees C M,4000,STAAH
Sales,Jan-2024,Stone Woods Nature Resort - STAAH New,Rb/ST/23-24/2068,Monthly CM (1),4000,STAAH
Sales,Jan-2024,Stone Wood Riverfront Resort - STAAH,Rb/ST/23-24/2069,Monthly Fees C M,4000,STAAH
Sales,Jan-2024,Stone Wood Resort & Spa - STAAH,Rb/ST/23-24/2070,Monthly Fees C M,4000,STAAH
Sales,Jan-2024,Stonewood Village resort - STAAH,Rb/ST/23-24/2071,Monthly Fees C M,4000,STAAH
Sales,Jan-2024,Sun City Resort - STAAH,Rb/ST/23-24/2072,Monthly Fees C M,4250,STAAH
Sales,Jan-2024,Sun City Resort - STAAH,Rb/ST/23-24/2072,Monthly Fees  B E,1500,STAAH
