VCHTYPE,DATE,PARTYLEDGERNAME, INVOICE NUMBER,LEDGERNAME/STOCKITEM,AMOUNT,DEPARTMENT
Sales,Nov-2023,Amour Resort - STAAH,Rb/ST/23-24/1499,Monthly Fees Instant Website,2000,STAAH
Sales,Nov-2023,Andores Resort & Spa - STAAH,Rb/ST/23-24/1500,Monthly Fees C M,6000,STAAH
Sales,Nov-2023,Andores Resort & Spa - STAAH,Rb/ST/23-24/1500,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Andores Resort & Spa - STAAH,Rb/ST/23-24/1500,Monthly Google Listing,2500,STAAH
Sales,Nov-2023,Antares Beach Resort - STAAH,Rb/ST/23-24/1501,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Antares Beach Resort - STAAH,Rb/ST/23-24/1501,Monthly Fees  B E,1000,STAAH
Sales,Nov-2023,Arotel Rooms & Suites - STAAH,Rb/ST/23-24/1502,Monthly Fees C M,3000,STAAH
Sales,Nov-2023,Athi Resort - STAAH,Rb/ST/23-24/1503,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Athi Resort - STAAH,Rb/ST/23-24/1503,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Baga High Q - STAAH,Rb/ST/23-24/1504,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Bambolim Beach Resort - STAAH,Rb/ST/23-24/1505,Booking Engine & C.M.S. (STAAH),7750,STAAH
Sales,Nov-2023,Bambolim Beach Resort - STAAH,Rb/ST/23-24/1505,Monthly Google Listing,2000,STAAH
Sales,Nov-2023,Bay 15 - STAAH (New),Rb/ST/23-24/1506,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Bay 15 - STAAH (New),Rb/ST/23-24/1506,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,Baywatch Resort - STAAH,Rb/ST/23-24/1507,Monthly Fees C M,4250,STAAH
Sales,Nov-2023,Baywatch Resort - STAAH,Rb/ST/23-24/1507,Monthly Fees  B E,2250,STAAH
Sales,Nov-2023,Bedrock Boutique Hostel - STAAH,Rb/ST/23-24/1508,Monthly Fees C M,2500,STAAH
Sales,Nov-2023,Beira Mar Beach Resort - STAAH,Rb/ST/23-24/1509,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Beleza...by the Beach - STAAH,Rb/ST/23-24/1510,Booking Engine & C.M.S. (STAAH),6500,STAAH
Sales,Nov-2023,Beleza...by the Beach - STAAH,Rb/ST/23-24/1510,Monthly Google Listing,2500,STAAH
Sales,Nov-2023,Bogmallo Beach Resort - STAAH,Rb/ST/23-24/1511,Booking Engine & C.M.S. (STAAH),4500,STAAH
Sales,Nov-2023,Bogmallo Beach Resort - STAAH,Rb/ST/23-24/1511,Monthly Fees RM,2000,STAAH
Sales,Nov-2023,Bogmallo Beach Resort - STAAH,Rb/ST/23-24/1511,Monthly Google Listing,3000,STAAH
Sales,Nov-2023,Boomerang  Ashvem (C) - STAAH,Rb/ST/23-24/1512,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Cabo Serai - STAAH,Rb/ST/23-24/1513,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Cabo Serai - STAAH,Rb/ST/23-24/1513,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,Calangute Beach Resort - STAAH,Rb/ST/23-24/1514,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Calangute Grande (Baba Hotels) - STAAH,Rb/ST/23-24/1515,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Goa Electronics - STAAH,Rb/ST/23-24/1516,Monthly Fees  B E,15000,STAAH
Sales,Nov-2023,Goa Tourism Development Corporation Limited - STAAH,Rb/ST/23-24/1517,Monthly Fees C M,67500,STAAH
Sales,Nov-2023,Goa Tourism Development Corporation Limited - STAAH,Rb/ST/23-24/1517,Monthly Fees C M,7000,STAAH
Sales,Nov-2023,Goa Tourism Development Corporation Limited - STAAH,Rb/ST/23-24/1517,Monthly Fees C M,7000,STAAH
Sales,Nov-2023,Casabela (C) - STAAH,Rb/ST/23-24/1518,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Casa De Goa - STAAH,Rb/ST/23-24/1519,Monthly Fees C M,6000,STAAH
Sales,Nov-2023,Casa De Goa - STAAH,Rb/ST/23-24/1519,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Casa De Goa - STAAH,Rb/ST/23-24/1519,Monthly Google Listing,2000,STAAH
Sales,Nov-2023,Casa Menezes - STAAH,Rb/ST/23-24/1520,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Nov-2023,Casa Severina - STAAH,Rb/ST/23-24/1521,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Casablanc Beach Resorts LLP -STAAH,Rb/ST/23-24/1522,Monthly Fees C M,2500,STAAH
Sales,Nov-2023,Cavala - The Seaside Resort - STAAH,Rb/ST/23-24/1523,Monthly Fees C M,2500,STAAH
Sales,Nov-2023,Chances Resort And Casino - STAAH,Rb/ST/23-24/1524,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Chances Resort And Casino - STAAH,Rb/ST/23-24/1524,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Cochichos Resort - STAAH,Rb/ST/23-24/1525,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Coconut Creek - STAAH,Rb/ST/23-24/1526,Booking Engine & C.M.S. (STAAH),3000,STAAH
Sales,Nov-2023,Coconut Creek - STAAH,Rb/ST/23-24/1526,Monthly Google Listing,2500,STAAH
Sales,Nov-2023,De Mandarin Bangalore - STAAH New,Rb/ST/23-24/1527,Monthly CM (1),4000,STAAH
Sales,Nov-2023,De Mandarin Bangalore - STAAH New,Rb/ST/23-24/1527,Monthly BE (1),1000,STAAH
Sales,Nov-2023,De Mandarin Bangalore - STAAH New,Rb/ST/23-24/1527,Monthly Google Listing  (1),1500,STAAH
Sales,Nov-2023,De Mandarin Beach Suites - STAAH,Rb/ST/23-24/1528,Monthly Fees C M,5000,STAAH
Sales,Nov-2023,De Mandarin Beach Suites - STAAH,Rb/ST/23-24/1528,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,De Mandarin Beach Suites - STAAH,Rb/ST/23-24/1528,Monthly Google Listing,1500,STAAH
Sales,Nov-2023,De Mandarin Goa - STAAH,Rb/ST/23-24/1529,Monthly Fees C M,6000,STAAH
Sales,Nov-2023,De Mandarin Goa - STAAH,Rb/ST/23-24/1529,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,De Mandarin Goa - STAAH,Rb/ST/23-24/1529,Monthly Google Listing,1500,STAAH
Sales,Nov-2023,Devasthali - STAAH,Rb/ST/23-24/1530,Booking Engine & C.M.S. (STAAH),6500,STAAH
Sales,Nov-2023,Andores Resort & Spa - STAAH,Rb/ST/23-24/1531,Booking Engine & C.M.S. (STAAH),3500,STAAH
Sales,Nov-2023,Eros Boutique - STAAH New,Rb/ST/23-24/1532,Monthly Fees C M,2500,STAAH
Sales,Nov-2023,Estrela Do Mar - STAAH,Rb/ST/23-24/1533,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Nov-2023,Fahrenheit Hotels and Resorts - STAAH,Rb/ST/23-24/1534,Monthly Fees C M,5000,STAAH
Sales,Nov-2023,Fahrenheit Hotels and Resorts - STAAH,Rb/ST/23-24/1534,Monthly Fees  B E,2500,STAAH
Sales,Nov-2023,Fahrenheit Hotels and Resorts - STAAH,Rb/ST/23-24/1534,Monthly Fees RM,2500,STAAH
Sales,Nov-2023,Fahrenheit Hotels and Resorts - STAAH,Rb/ST/23-24/1534,Monthly Google Listing,2500,STAAH
Sales,Nov-2023,Ginger Tree Anjuna - STAAH New,Rb/ST/23-24/1535,Monthly Fees C M,3000,STAAH
Sales,Nov-2023,Golden Tulip - STAAH,Rb/ST/23-24/1536,Monthly Fees C M,5000,STAAH
Sales,Nov-2023,Goveia Holiday Homes - STAAH New,Rb/ST/23-24/1537,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Graciano Cottages - STAAH,Rb/ST/23-24/1538,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Grandeur De Sanchi - STAAH,Rb/ST/23-24/1539,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Grandeur De Sanchi - STAAH,Rb/ST/23-24/1539,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Granpa's Inn - STAAH,Rb/ST/23-24/1540,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Hospedaria Abrige De Botelho - STAAH,Rb/ST/23-24/1541,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Hospedaria Abrige De Botelho - STAAH,Rb/ST/23-24/1541,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Hotel Avisha Residency - STAAH,Rb/ST/23-24/1542,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Hotel Calangute Towers - STAAH,Rb/ST/23-24/1543,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Hotel Goan Heritage - STAAH,Rb/ST/23-24/1544,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Hotel Goan Heritage - STAAH,Rb/ST/23-24/1544,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,Iora Baga Beach - STAAH,Rb/ST/23-24/1545,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Hotel La Capitol - STAAH,Rb/ST/23-24/1546,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Hotel La Capitol - STAAH,Rb/ST/23-24/1546,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,Hotel Mayura - STAAH,Rb/ST/23-24/1547,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Nov-2023,Hotel Park Plaza - STAAH,Rb/ST/23-24/1548,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Hotel Park Plaza - STAAH,Rb/ST/23-24/1548,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,Hotel Reemz - STAAH,Rb/ST/23-24/1549,Monthly Fees C M,5000,STAAH
Sales,Nov-2023,Hotel Rezo's - STAAH,Rb/ST/23-24/1550,Monthly Fees C M,2500,STAAH
Sales,Nov-2023,I Love Bell Bottoms Pvt Ltd - STAAH,Rb/ST/23-24/1551,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Nov-2023,Dempo River Sal Resort & Spa - STAAH,Rb/ST/23-24/1552,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Nov-2023,Joia Do Mar (Pentacle) - STAAH New,Rb/ST/23-24/1553,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Joia Do Mar (Pentacle) - STAAH New,Rb/ST/23-24/1553,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Joia Do Mar (Pentacle) - STAAH New,Rb/ST/23-24/1553,Monthly Google Listing,2500,STAAH
Sales,Nov-2023,Jolan's Guest House - STAAH,Rb/ST/23-24/1554,Monthly Fees C M,2100,STAAH
Sales,Nov-2023,Kalki Resorts,Rb/ST/23-24/1555,Monthly Fees C M,3000,STAAH
Sales,Nov-2023,Kamat's Hilltop Leisure - STAAH,Rb/ST/23-24/1556,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Royal Haathi Mahal - STAAH,Rb/ST/23-24/1557,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Royal Haathi Mahal - STAAH,Rb/ST/23-24/1557,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,Koko Maya by Stonewoods - STAAH,Rb/ST/23-24/1558,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,La Grace Resort - STAAH,Rb/ST/23-24/1559,Monthly Fees C M,4250,STAAH
Sales,Nov-2023,La Cabana Beach & Spa - STAAH,Rb/ST/23-24/1560,Monthly Fees C M,5500,STAAH
Sales,Nov-2023,La Cabana Beach & Spa - STAAH,Rb/ST/23-24/1560,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,La Cabana Beach & Spa - STAAH,Rb/ST/23-24/1560,Monthly Google Listing,2500,STAAH
Sales,Nov-2023,Lario's Beach Holidays - STAAH,Rb/ST/23-24/1561,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Lario's Beach Holidays - STAAH,Rb/ST/23-24/1561,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Mansionhaus - STAAH,Rb/ST/23-24/1562,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Mansionhaus - STAAH,Rb/ST/23-24/1562,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Maravilha Boutique Resort - STAAH New,Rb/ST/23-24/1563,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Maravilha Boutique Resort - STAAH New,Rb/ST/23-24/1563,Monthly Fees RM,2000,STAAH
Sales,Nov-2023,Marbela Resort - STAAH (C),Rb/ST/23-24/1564,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Marbela Resort - STAAH (C),Rb/ST/23-24/1564,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,Marina Bay - STAAH New,Rb/ST/23-24/1565,Monthly Fees C M,5750,STAAH
Sales,Nov-2023,Marquis Beach Resort - STAAH,Rb/ST/23-24/1566,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Marquis Beach Resort - STAAH,Rb/ST/23-24/1566,Monthly Fees  B E,2500,STAAH
Sales,Nov-2023,Mateus Boutique Hotel - STAAH,Rb/ST/23-24/1567,Monthly Fees C M,2500,STAAH
Sales,Nov-2023,Mi Casa by the Sea - STAAH,Rb/ST/23-24/1568,Monthly Fees C M,2500,STAAH
Sales,Nov-2023,Nanu Beach Resort - STAAH,Rb/ST/23-24/1569,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Nanu Beach Resort - STAAH,Rb/ST/23-24/1569,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Nanu Beach Resort - STAAH,Rb/ST/23-24/1569,Monthly Fees RM,1000,STAAH
Sales,Nov-2023,Nanu Beach Resort - STAAH,Rb/ST/23-24/1569,Monthly Google Listing,1000,STAAH
Sales,Nov-2023,Nanu Resort Arambol - STAAH,Rb/ST/23-24/1570,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Nanu Resort Arambol - STAAH,Rb/ST/23-24/1570,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Nanu Resort Arambol - STAAH,Rb/ST/23-24/1570,Monthly Fees RM,1000,STAAH
Sales,Nov-2023,Nanu Resort Arambol - STAAH,Rb/ST/23-24/1570,Monthly Google Listing,1000,STAAH
Sales,Nov-2023,Nanutel - STAAH,Rb/ST/23-24/1571,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Nanutel - STAAH,Rb/ST/23-24/1571,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Nanutel - STAAH,Rb/ST/23-24/1571,Monthly Fees RM,1000,STAAH
Sales,Nov-2023,Nanutel - STAAH,Rb/ST/23-24/1571,Monthly Google Listing,1000,STAAH
Sales,Nov-2023,Nazri Resort - STAAH,Rb/ST/23-24/1572,Booking Engine & C.M.S. (STAAH),4500,STAAH
Sales,Nov-2023,Neelam's The Grand - STAAH,Rb/ST/23-24/1573,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Neelam's The Grand - STAAH,Rb/ST/23-24/1573,Monthly Fees  B E,2250,STAAH
Sales,Nov-2023,Nilaya Hermitage 1 - STAAH,Rb/ST/23-24/1574,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Nilaya Hermitage 1 - STAAH,Rb/ST/23-24/1574,Monthly Fees  B E,2200,STAAH
Sales,Nov-2023,Nirvana Hill Resort - STAAH,Rb/ST/23-24/1575,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Nirvana Hill Resort - STAAH,Rb/ST/23-24/1575,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Nirvana Hill Resort - STAAH,Rb/ST/23-24/1575,Monthly Google Listing,2000,STAAH
Sales,Nov-2023,Pescador - Absolute Waterfront - STAAH,Rb/ST/23-24/1576,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Nov-2023,O Pierre - STAAH New,Rb/ST/23-24/1577,Booking Engine & C.M.S. (STAAH),3500,STAAH
Sales,Nov-2023,Ocean Suite (C) - STAAH,Rb/ST/23-24/1578,Monthly Fees C M,5000,STAAH
Sales,Nov-2023,Oxel House - STAAH New,Rb/ST/23-24/1579,Monthly Fees C M,1271.18,STAAH
Sales,Nov-2023,Phoenix Park Inn Resort - STAAH,Rb/ST/23-24/1580,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Pinto Rosario Square - Resort & Spa - STAAH,Rb/ST/23-24/1581,Booking Engine & C.M.S. (STAAH),4000,STAAH
Sales,Nov-2023,Prainha Resort By The Sea - STAAH,Rb/ST/23-24/1582,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Okean De Goa (DeSol) - STAAH,Rb/ST/23-24/1583,Monthly Fees C M,6000,STAAH
Sales,Nov-2023,Radisson Goa Candolim - STAAH,Rb/ST/23-24/1584,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Rendezvous Beach Resort - STAAH (C),Rb/ST/23-24/1585,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Resort De Alturas - STAAH,Rb/ST/23-24/1586,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Resort De Alturas - STAAH,Rb/ST/23-24/1586,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,Ocean Suite (C) - STAAH,Rb/ST/23-24/1587,Setup Payment Gateway,9000,STAAH
Sales,Nov-2023,Resort Rio - STAAH,Rb/ST/23-24/1588,Monthly Fees C M,5500,STAAH
Sales,Nov-2023,Resort Rio - STAAH,Rb/ST/23-24/1588,Monthly Fees  B E,2500,STAAH
Sales,Nov-2023,Resort Rio - STAAH,Rb/ST/23-24/1588,Monthly Google Listing,800,STAAH
Sales,Nov-2023,Resort Rio - STAAH,Rb/ST/23-24/1588,Monthly Fees RM,2500,STAAH
Sales,Nov-2023,Resort Rio - STAAH,Rb/ST/23-24/1588,Monthly Opera Fee,4500,STAAH
Sales,Nov-2023,Resort Rio - STAAH,Rb/ST/23-24/1588,Monthly Fee Travel Agent Module,2500,STAAH
Sales,Nov-2023,Resort Rio - STAAH,Rb/ST/23-24/1588,Monthly Gift Voucher Engine,3500,STAAH
Sales,Nov-2023,Resort The Lohias - STAAH,Rb/ST/23-24/1589,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Resort The Lohias - STAAH,Rb/ST/23-24/1589,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Rio Boutique - STAAH,Rb/ST/23-24/1590,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Rio Boutique - STAAH,Rb/ST/23-24/1590,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,Rio Boutique - STAAH,Rb/ST/23-24/1590,Monthly Fees RM,1500,STAAH
Sales,Nov-2023,Rio Boutique - STAAH,Rb/ST/23-24/1590,Monthly Google Listing,800,STAAH
Sales,Nov-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/1591,Monthly Fees C M,5000,STAAH
Sales,Nov-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/1591,Monthly Fees  B E,1250,STAAH
Sales,Nov-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/1591,Monthly Fees RM,2000,STAAH
Sales,Nov-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/1591,Monthly Google Listing,2000,STAAH
Sales,Nov-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/1591,Monthly Fee Travel Agent Module,2500,STAAH
Sales,Nov-2023,Riva Gold Coast - STAAH,Rb/ST/23-24/1592,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Riva Gold Coast - STAAH,Rb/ST/23-24/1592,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Rivasa Resort - STAAH,Rb/ST/23-24/1593,Monthly Fees C M,2500,STAAH
Sales,Nov-2023,Salcete Beach Resort - STAAH,Rb/ST/23-24/1594,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Sandalwood Hotel & Retreat - STAAH,Rb/ST/23-24/1595,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Sanskruti Quality Resort - STAAH,Rb/ST/23-24/1596,Monthly CM (1),4500,STAAH
Sales,Nov-2023,Sea Mist Resorts - STAAH,Rb/ST/23-24/1597,Monthly Fees C M,4250,STAAH
Sales,Nov-2023,Sea Mist Resorts - STAAH,Rb/ST/23-24/1597,Monthly Fees  B E,2500,STAAH
Sales,Nov-2023,Sea Queen Beach Resort & Spa - STAAH,Rb/ST/23-24/1598,Monthly Fees C M,5500,STAAH
Sales,Nov-2023,Sea Queen Beach Resort & Spa - STAAH,Rb/ST/23-24/1598,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,Sea Queen Beach Resort & Spa - STAAH,Rb/ST/23-24/1598,Monthly Google Listing,2200,STAAH
Sales,Nov-2023,Sea Shell Villas - STAAH,Rb/ST/23-24/1599,Monthly Fees C M,5250,STAAH
Sales,Nov-2023,Sea Shell Villas - STAAH,Rb/ST/23-24/1599,Monthly Fees  B E,2750,STAAH
Sales,Nov-2023,Shanu's Seaside Inn - STAAH,Rb/ST/23-24/1600,Monthly Fees C M,5000,STAAH
Sales,Nov-2023,Shanu's Seaside Inn - STAAH,Rb/ST/23-24/1600,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,Shanu's Seaside Inn - STAAH,Rb/ST/23-24/1600,Monthly Google Listing,2500,STAAH
Sales,Nov-2023,Sibaya Beach Resort - STAAH,Rb/ST/23-24/1601,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Sibaya Beach Resort - STAAH,Rb/ST/23-24/1601,Monthly Fees  B E,1000,STAAH
Sales,Nov-2023,Silver Sands Hideaway - STAAH,Rb/ST/23-24/1602,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Silver Sands Hideaway - STAAH,Rb/ST/23-24/1602,Monthly Fees  B E,2250,STAAH
Sales,Nov-2023,Silver Sands Holiday Village - STAAH,Rb/ST/23-24/1603,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Silver Sands Holiday Village - STAAH,Rb/ST/23-24/1603,Monthly Fees  B E,2250,STAAH
Sales,Nov-2023,Silver Sands Serenity - STAAH,Rb/ST/23-24/1604,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Silver Sands Serenity - STAAH,Rb/ST/23-24/1604,Monthly Fees  B E,2250,STAAH
Sales,Nov-2023,Silver Sands Sunshine - STAAH,Rb/ST/23-24/1605,Monthly Fees C M,5000,STAAH
Sales,Nov-2023,Silver Sands Sunshine - STAAH,Rb/ST/23-24/1605,Monthly Fees  B E,2250,STAAH
Sales,Nov-2023,Sinq Properties - STAAH,Rb/ST/23-24/1606,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Nov-2023,Sinq Properties - STAAH,Rb/ST/23-24/1607,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Nov-2023,Sinq Properties - STAAH,Rb/ST/23-24/1608,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Nov-2023,Sinq Properties - STAAH,Rb/ST/23-24/1609,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Nov-2023,Sinq Properties - STAAH,Rb/ST/23-24/1610,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Nov-2023,Sonesta Inn Pvt. Ltd./Hotel,Rb/ST/23-24/1611,Booking Engine & C.M.S. (STAAH),7500,STAAH
Sales,Nov-2023,Sonesta Inn Pvt. Ltd./Hotel,Rb/ST/23-24/1611,Monthly Google Listing,2500,STAAH
Sales,Nov-2023,Sonesta Inn Pvt. Ltd./Hotel,Rb/ST/23-24/1611,Monthly Google Listing,1774,STAAH
Sales,Nov-2023,Soul Vacation - STAAH,Rb/ST/23-24/1612,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Soul Vacation - STAAH,Rb/ST/23-24/1612,Monthly Fees  B E,1000,STAAH
Sales,Nov-2023,Span Suites & Villas - STAAH,Rb/ST/23-24/1613,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Span Suites & Villas - STAAH,Rb/ST/23-24/1613,Monthly Fees  B E,2250,STAAH
Sales,Nov-2023,Spazio Leisure Resort -  STAAH (New),Rb/ST/23-24/1614,Booking Engine & C.M.S. (STAAH),6500,STAAH
Sales,Nov-2023,Stonewoods Beach Resort & Spa - STAAH,Rb/ST/23-24/1615,Monthly Fees C M,4000,STAAH
